"GEOID","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct"
"36005004200","Census Tract 42; Bronx County; New York",8179,1033,52423,30543,1463,915,3678,1055,51,80,22,35,8179,1033,8179,1033,1599,637,17.8872722826751,44.9688225944492,0.623548111016017,0.268981538085341,19.5500672453845
"36005004300","Census Tract 43; Bronx County; New York",5627,680,34890,13851,868,347,1742,622,22,65,0,19,5627,680,5611,682,1534,463,15.425626443931,30.9578816420828,0.390972098809312,0,27.3391552307966
"36005004400","Census Tract 44; Bronx County; New York",4592,598,17319,5970,445,221,1745,487,6,12,159,215,4592,598,4413,597,2150,489,9.69076655052265,38.0008710801394,0.130662020905923,3.46254355400697,48.7196918196238
"36005004600","Census Tract 46; Bronx County; New York",1763,396,17083,11047,385,231,559,310,0,13,0,13,1763,396,1711,391,1036,399,21.8377765173001,31.7073170731707,0,0,60.5493863237873
"36005004800","Census Tract 48; Bronx County; New York",4261,601,34436,23748,386,269,922,493,102,138,102,104,4261,601,4251,601,1284,466,9.05890636000939,21.6381131189862,2.39380427129782,2.39380427129782,30.2046577275935
"36005005001","Census Tract 50.01; Bronx County; New York",4565,551,34087,7093,136,90,1517,409,175,225,114,96,4565,551,4506,562,2208,622,2.97918948521358,33.2311062431544,3.83351588170865,2.49726177437021,49.0013315579228
"36005005002","Census Tract 50.02; Bronx County; New York",6466,1068,36598,14617,197,128,1670,868,214,283,0,19,6466,1068,6353,1074,2588,619,3.0467058459635,25.8274048871018,3.30961954840705,0,40.7366598457422
"36005005100","Census Tract 51; Bronx County; New York",6492,1118,22850,3093,689,800,3433,872,0,19,0,19,6492,1118,6483,1118,3246,1067,10.6130622304375,52.8804682686383,0,0,50.0694123091162
"36005005200","Census Tract 52; Bronx County; New York",1931,298,29657,14812,195,122,719,279,63,88,0,13,1931,298,1931,298,731,321,10.0983946141895,37.2345934748835,3.26255825996893,0,37.856033143449
"36005005300","Census Tract 53; Bronx County; New York",5379,769,26437,7350,371,428,3115,835,188,201,0,19,5379,769,5337,767,2664,899,6.89719278676334,57.9103922662205,3.49507343372374,0,49.9156829679595
"36005005400","Census Tract 54; Bronx County; New York",5715,798,48750,9876,162,128,1569,445,175,184,161,149,5715,798,5715,798,1559,509,2.83464566929134,27.4540682414698,3.06211723534558,2.81714785651794,27.2790901137358
"36005005600","Census Tract 56; Bronx County; New York",2311,318,39572,11520,83,46,440,187,12,18,91,90,2311,318,2311,318,807,287,3.59151882302034,19.0393768931199,0.519255733448723,3.93768931198615,34.9199480744267
"36005005902","Census Tract 59.02; Bronx County; New York",2938,610,48456,21768,438,248,851,418,0,13,19,29,2938,610,2938,610,907,449,14.9081007488087,28.9652825051055,0,0.646698434309054,30.8713410483322
"36005006000","Census Tract 60; Bronx County; New York",1297,380,47375,10498,265,195,158,123,2,4,0,13,1297,380,1284,379,327,96,20.431765612953,12.1819583654588,0.15420200462606,0,25.4672897196262
"36005006100","Census Tract 61; Bronx County; New York",3868,735,66430,14905,360,273,3116,673,27,40,29,46,3868,735,3841,733,495,343,9.3071354705274,80.5584281282316,0.698035160289555,0.749741468459152,12.8872689403801
"36005006200","Census Tract 62; Bronx County; New York",6217,928,30236,11003,539,349,2060,520,0,19,0,19,6217,928,6217,928,2335,897,8.66977641949493,33.1349525494612,0,0,37.55830786553
"36005006301","Census Tract 63.01; Bronx County; New York",5845,1004,55396,8429,1299,622,2288,668,0,19,135,122,5845,1004,5845,1004,1574,566,22.224123182207,39.1445680068435,0,2.30966638152267,26.928999144568
"36005006302","Census Tract 63.02; Bronx County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36005006400","Census Tract 64; Bronx County; New York",3928,567,24730,18459,365,188,1379,496,0,13,82,113,3928,567,3898,539,1657,567,9.29226069246436,35.1069246435845,0,2.08757637474542,42.5089789635711
"36005006500","Census Tract 65; Bronx County; New York",5627,1035,22985,4876,1824,977,2117,875,0,19,130,136,5627,1035,5584,1034,2987,1057,32.4151412830993,37.6221787808779,0,2.3102896747823,53.4921203438395
"36005006700","Census Tract 67; Bronx County; New York",6777,1746,17390,8525,97,90,1953,645,0,19,0,19,6777,1746,6777,1746,3595,1695,1.43131178987753,28.8180610889774,0,0,53.0470709753578
"36005006800","Census Tract 68; Bronx County; New York",2493,627,29844,9197,184,149,414,212,0,13,322,264,2493,627,2493,627,858,433,7.38066586442038,16.6064981949458,0,12.9161652627357,34.4163658243081
"36005006900","Census Tract 69; Bronx County; New York",7118,1213,29627,27607,737,612,2026,718,16,35,22,35,7118,1213,7118,1213,2724,842,10.3540320314695,28.4630514189379,0.224782242202866,0.309075583028941,38.2691767350379
"36005007000","Census Tract 70; Bronx County; New York",3869,578,57905,22828,478,309,913,370,0,13,253,201,3869,578,3860,579,1133,400,12.3546135952442,23.5978288963556,0,6.53915740501422,29.3523316062176
"36005007100","Census Tract 71; Bronx County; New York",2872,454,44792,9096,258,145,925,393,0,13,82,64,2872,454,2855,452,503,252,8.983286908078,32.2075208913649,0,2.85515320334262,17.6182136602452
"36005007200","Census Tract 72; Bronx County; New York",6176,958,63449,12861,569,293,997,353,9,15,2591,757,6176,958,6159,960,1004,510,9.2130829015544,16.1431347150259,0.145725388601036,41.9527202072539,16.3013476213671
"36005007300","Census Tract 73; Bronx County; New York",4444,646,28166,7789,630,525,1408,445,141,216,78,119,4444,646,4425,647,1547,651,14.1764176417642,31.6831683168317,3.17281728172817,1.75517551755176,34.9604519774011
"36005007400","Census Tract 74; Bronx County; New York",3192,568,53166,15962,409,322,1124,275,0,13,0,13,3192,568,3192,568,614,306,12.81328320802,35.2130325814536,0,0,19.2355889724311
"36005007500","Census Tract 75; Bronx County; New York",6670,816,34484,7092,1549,633,2292,596,44,68,90,93,6670,816,6670,816,2183,812,23.2233883058471,34.3628185907046,0.659670164917541,1.34932533733133,32.7286356821589
"36005007600","Census Tract 76; Bronx County; New York",5109,687,53784,14371,402,234,1401,636,0,19,663,394,5109,687,5079,681,832,295,7.86846741045214,27.4221961244862,0,12.9770992366412,16.3811773971254
"36005007700","Census Tract 77; Bronx County; New York",2166,540,48846,15203,448,191,731,358,132,152,28,31,2166,540,2161,542,475,212,20.6832871652816,33.7488457987073,6.09418282548476,1.2927054478301,21.9805645534475
"36005007800","Census Tract 78; Bronx County; New York",6241,792,61328,16620,971,572,1510,710,0,19,775,638,6241,792,6201,758,1414,731,15.5584041019067,24.1948405704214,0,12.4178817497196,22.80277374617
"36005007900","Census Tract 79; Bronx County; New York",7086,1021,34604,14454,443,361,2457,830,69,107,0,19,7086,1021,7038,1025,2222,657,6.25176404177251,34.6740050804403,0.973751058425063,0,31.5714691673771
"36005008300","Census Tract 83; Bronx County; New York",6564,951,50920,5730,637,324,1647,744,57,119,28,44,6564,951,6551,949,1142,353,9.70444850700792,25.091407678245,0.86837294332724,0.426569165143205,17.4324530606014
"36005008400","Census Tract 84; Bronx County; New York",2811,621,67724,29964,464,339,1168,354,0,13,249,201,2811,621,2811,621,146,149,16.5065812877979,41.5510494485948,0,8.85805763073639,5.19388118107435
"36005008500","Census Tract 85; Bronx County; New York",5746,575,34543,9611,833,396,1799,429,77,93,129,116,5746,575,5673,589,2030,465,14.4970414201183,31.3087365123564,1.34006265227985,2.24504002784546,35.7835360479464
"36005008600","Census Tract 86; Bronx County; New York",4304,851,23987,10482,957,409,1597,833,0,13,0,13,4304,851,4145,847,1752,912,22.2351301115242,37.1050185873606,0,0,42.2677925211098
"36005008700","Census Tract 87; Bronx County; New York",6677,815,36402,8680,570,361,1791,485,0,19,0,19,6677,815,6555,815,2780,836,8.53676800958514,26.8234236932754,0,0,42.4103737604882
"36005008900","Census Tract 89; Bronx County; New York",3239,444,41484,10791,446,250,515,206,143,213,0,13,3239,444,3230,446,598,337,13.7696820006175,15.8999691262735,4.41494288360605,0,18.5139318885449
"36005009000","Census Tract 90; Bronx County; New York",3692,609,33831,6653,790,380,1267,399,44,75,125,160,3692,609,3600,606,1325,397,21.397616468039,34.31744312026,1.19176598049837,3.38569880823402,36.8055555555556
"36005009200","Census Tract 92; Bronx County; New York",5959,803,56208,11878,960,459,877,491,0,19,1173,553,5959,803,5959,803,1313,630,16.1100855848297,14.7172344353079,0,19.6845108239638,22.0338983050847
"36005009301","Census Tract 93.01; Bronx County; New York",5066,1017,47185,8397,708,382,1445,333,35,52,0,19,5066,1017,4960,1020,1316,512,13.9755230951441,28.5234899328859,0.690880378997237,0,26.5322580645161
"36005009302","Census Tract 93.02; Bronx County; New York",463,288,NA,NA,74,84,205,181,0,13,16,59,463,288,0,13,0,13,15.9827213822894,44.2764578833693,0,3.45572354211663,NA
"36005009600","Census Tract 96; Bronx County; New York",2740,388,53333,7080,470,205,525,172,0,13,531,210,2740,388,2512,389,490,159,17.1532846715328,19.1605839416058,0,19.3795620437956,19.5063694267516
"36005009800","Census Tract 98; Bronx County; New York",4715,665,56128,17399,1665,438,977,414,0,13,290,180,4715,665,4458,633,819,284,35.3128313891835,20.7211028632025,0,6.15058324496288,18.371467025572
"36005011000","Census Tract 110; Bronx County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36005011502","Census Tract 115.02; Bronx County; New York",4242,892,28592,7601,286,243,1527,578,13,38,36,42,4242,892,4148,902,1758,507,6.74210278170674,35.997171145686,0.306459217350306,0.848656294200849,42.3818707810993
"36005011701","Census Tract 117.01; Bronx County; New York",1509,270,33967,13069,6,10,497,266,45,49,0,13,1509,270,1509,270,513,211,0.397614314115308,32.935719019218,2.98210735586481,0,33.9960238568588
"36005011702","Census Tract 117.02; Bronx County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36005011800","Census Tract 118; Bronx County; New York",5798,786,109396,23099,4083,576,328,276,17,22,118,80,5798,786,4448,784,480,294,70.4208347706106,5.65712314591238,0.293204553294239,2.03518454639531,10.7913669064748
"36005011900","Census Tract 119; Bronx County; New York",6159,919,34335,4950,508,204,2152,1048,6,8,0,19,6159,919,6128,919,1817,625,8.24809222276344,34.9407371326514,0.0974184120798831,0,29.6507832898172
"36005012101","Census Tract 121.01; Bronx County; New York",3415,463,55000,10936,271,127,1092,249,72,82,19,18,3415,463,3380,462,1000,231,7.93557833089312,31.9765739385066,2.10834553440703,0.556368960468521,29.585798816568
"36005012102","Census Tract 121.02; Bronx County; New York",1337,360,43472,24793,52,43,491,229,6,12,0,13,1337,360,1328,355,308,151,3.88930441286462,36.7240089753179,0.448765893792072,0,23.1927710843373
"36005012300","Census Tract 123; Bronx County; New York",4915,1039,47402,9368,438,270,2663,843,0,13,35,54,4915,1039,4915,1039,616,345,8.91149542217701,54.1810783316378,0,0.712105798575788,12.5330620549339
"36005012500","Census Tract 125; Bronx County; New York",4030,722,51875,16531,495,274,828,379,0,13,0,13,4030,722,3986,727,1220,570,12.2828784119107,20.545905707196,0,0,30.6071249372805
"36005012701","Census Tract 127.01; Bronx County; New York",2460,539,44667,12046,347,195,566,134,0,13,10,16,2460,539,2424,533,702,333,14.1056910569106,23.0081300813008,0,0.40650406504065,28.960396039604
"36005012901","Census Tract 129.01; Bronx County; New York",5469,1023,40575,10342,692,416,1153,434,14,21,0,19,5469,1023,5281,878,1891,618,12.6531358566466,21.0824648016091,0.25598829767782,0,35.8076121946601
"36005013000","Census Tract 130; Bronx County; New York",1262,426,59083,22775,471,201,45,62,0,13,21,22,1262,426,1262,426,343,358,37.3217115689382,3.56576862123613,0,1.66402535657686,27.1790808240887
"36005013100","Census Tract 131; Bronx County; New York",4822,617,17410,10119,1207,525,1891,436,19,34,0,13,4822,617,4822,617,2113,520,25.0311074243053,39.2160929075073,0.394027374533389,0,43.8199917046868
"36005013200","Census Tract 132; Bronx County; New York",7249,983,104651,33900,2396,545,1835,798,0,19,559,438,7249,983,7249,983,720,485,33.0528348737757,25.3138363912264,0,7.71140847013381,9.93240446958201
"36005013300","Census Tract 133; Bronx County; New York",6038,1001,34055,12392,628,394,2208,454,0,19,0,19,6038,1001,6011,1005,1272,457,10.4007949652203,36.5684001324942,0,0,21.1612044584928
"36005013500","Census Tract 135; Bronx County; New York",3125,622,27602,14493,518,263,1640,632,0,13,49,70,3125,622,3125,622,1357,542,16.576,52.48,0,1.568,43.424
"36005013800","Census Tract 138; Bronx County; New York",2969,461,84042,18048,1446,322,580,356,10,16,380,233,2969,461,2969,461,376,252,48.7032670932974,19.5351970360391,0.336813742000674,12.7989221960256,12.6641966992253
"36005014100","Census Tract 141; Bronx County; New York",7133,772,35506,5742,679,352,2700,679,97,106,11,18,7133,772,7133,772,1950,513,9.51913640824338,37.8522360857984,1.35987662974905,0.154212813682882,27.3377260619655
"36005014300","Census Tract 143; Bronx County; New York",1715,301,16678,4826,55,51,807,230,87,81,112,148,1715,301,1690,304,703,235,3.2069970845481,47.0553935860058,5.07288629737609,6.53061224489796,41.5976331360947
"36005014400","Census Tract 144; Bronx County; New York",6253,844,29213,15107,941,496,2631,752,23,46,358,451,6253,844,6158,816,1847,527,15.0487765872381,42.0758036142652,0.367823444746522,5.72525187909803,29.9935043845404
"36005014500","Census Tract 145; Bronx County; New York",6425,1308,27352,11756,623,280,4341,1302,0,19,0,19,6425,1308,6208,1307,3080,1178,9.69649805447471,67.5642023346304,0,0,49.6134020618557
"36005014701","Census Tract 147.01; Bronx County; New York",5645,1217,25858,12750,915,558,3163,1169,0,19,32,46,5645,1217,5606,1216,2669,701,16.2090345438441,56.0318866253321,0,0.566873339238264,47.6097038886907
"36005014702","Census Tract 147.02; Bronx County; New York",5232,953,21196,8041,659,461,2416,584,0,19,0,19,5232,953,5232,953,2179,582,12.5955657492355,46.177370030581,0,0,41.6475535168196
"36005014900","Census Tract 149; Bronx County; New York",4917,1089,41311,10407,543,336,1725,460,0,13,0,13,4917,1089,4745,1067,1768,1077,11.0433190970104,35.0823672971324,0,0,37.2602739726027
"36005015100","Census Tract 151; Bronx County; New York",5143,861,28618,4126,509,637,2897,622,0,19,0,19,5143,861,5046,888,2107,744,9.89694730701925,56.328990861365,0,0,41.7558462148236
"36005015200","Census Tract 152; Bronx County; New York",2666,393,77238,12988,1233,308,397,165,0,13,20,27,2666,393,2582,360,348,167,46.2490622655664,14.8912228057014,0,0.750187546886722,13.4779240898528
"36005015300","Census Tract 153; Bronx County; New York",4161,647,38862,23054,245,153,2187,560,0,13,62,93,4161,647,4097,644,1064,282,5.88800769045902,52.5594808940159,0,1.4900264359529,25.9702221137418
"36005015500","Census Tract 155; Bronx County; New York",2943,620,37168,9809,267,127,1173,595,31,52,63,63,2943,620,2943,620,681,277,9.072375127421,39.8572884811417,1.05334692490656,2.14067278287462,23.1396534148828
"36005015700","Census Tract 157; Bronx County; New York",5520,751,39776,8402,453,260,2591,528,12,22,19,29,5520,751,5505,753,2023,529,8.20652173913044,46.9384057971015,0.217391304347826,0.344202898550725,36.7484105358765
"36005015800","Census Tract 158; Bronx County; New York",1461,299,70357,15922,727,218,76,31,0,13,73,76,1461,299,1461,299,372,201,49.7604380561259,5.20191649555099,0,4.99657768651609,25.4620123203285
"36005015900","Census Tract 159; Bronx County; New York",2218,561,24485,19458,93,47,366,216,39,45,94,102,2218,561,2214,561,828,318,4.19296663660956,16.5013525698828,1.75834084761046,4.2380522993688,37.3983739837398
"36005016000","Census Tract 160; Bronx County; New York",3903,565,96838,16502,2830,497,180,199,0,13,84,82,3903,565,3903,565,296,213,72.5083269280041,4.61183704842429,0,2.152190622598,7.58390981296439
"36005016100","Census Tract 161; Bronx County; New York",4490,662,22286,4390,662,409,1461,387,0,13,0,13,4490,662,4490,662,1767,405,14.7438752783964,32.5389755011136,0,0,39.3541202672606
"36005016200","Census Tract 162; Bronx County; New York",1826,345,115278,24943,748,281,180,100,0,13,121,102,1826,345,1649,345,100,70,40.9638554216867,9.85761226725082,0,6.62650602409639,6.06428138265616
"36005016300","Census Tract 163; Bronx County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36005016400","Census Tract 164; Bronx County; New York",1029,208,66912,12409,566,135,86,67,5,10,191,165,1029,208,1029,208,269,179,55.0048590864917,8.35762876579203,0.485908649173955,18.5617103984451,26.1418853255588
"36005016500","Census Tract 165; Bronx County; New York",1134,237,46179,9620,134,86,700,258,0,13,0,13,1134,237,1134,237,271,100,11.8165784832452,61.7283950617284,0,0,23.8977072310406
"36005016600","Census Tract 166; Bronx County; New York",2417,377,105764,9872,656,324,342,158,0,13,116,73,2417,377,2401,379,348,162,27.1410839884154,14.14977244518,0,4.79933802234175,14.493960849646
"36005016700","Census Tract 167; Bronx County; New York",3599,391,41500,13302,286,175,1880,385,26,34,0,13,3599,391,3420,397,1368,315,7.94665184773548,52.2367324256738,0.72242289524868,0,40
"36005016900","Census Tract 169; Bronx County; New York",1894,271,50107,12596,81,83,940,207,12,19,0,13,1894,271,1842,273,769,227,4.2766631467793,49.6304118268215,0.633579725448786,0,41.7480998914224
"36005017100","Census Tract 171; Bronx County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36005017300","Census Tract 173; Bronx County; New York",6411,927,17446,13698,981,675,3347,1102,100,144,193,283,6411,927,6405,927,3082,693,15.3018249883014,52.2071439712993,1.55981906098893,3.01045078770863,48.1186572989852
"36005017500","Census Tract 175; Bronx County; New York",6116,900,26463,9672,406,297,3365,925,200,274,0,19,6116,900,6089,899,1852,762,6.6383257030739,55.0196206671027,3.27011118378025,0,30.4155033667269
"36005017701","Census Tract 177.01; Bronx County; New York",4717,615,30375,24820,455,363,2846,791,40,68,81,143,4717,615,4350,613,2196,591,9.64596141615434,60.3349586601654,0.847996608013568,1.71719313122748,50.4827586206897
"36005017702","Census Tract 177.02; Bronx County; New York",5480,846,47963,10275,563,326,3245,722,86,146,113,137,5480,846,5480,846,1783,778,10.2737226277372,59.2153284671533,1.56934306569343,2.06204379562044,32.536496350365
"36005017901","Census Tract 179.01; Bronx County; New York",5096,955,47035,12806,974,531,1526,466,82,99,165,163,5096,955,5096,955,1150,411,19.1130298273155,29.9450549450549,1.60910518053375,3.23783359497645,22.5667189952904
"36005017902","Census Tract 179.02; Bronx County; New York",3816,930,41475,9935,441,374,2022,635,0,13,26,41,3816,930,3816,930,941,352,11.5566037735849,52.9874213836478,0,0.681341719077568,24.6593291404612
"36005018101","Census Tract 181.01; Bronx County; New York",3215,790,NA,NA,169,173,1022,431,201,185,2,4,3215,790,3211,790,1181,391,5.25660964230171,31.7884914463453,6.25194401244168,0.0622083981337481,36.7798193709125
"36005018102","Census Tract 181.02; Bronx County; New York",5453,910,33950,20162,289,184,2309,431,282,345,19,28,5453,910,5222,906,1522,732,5.29983495323675,42.3436640381441,5.17146524848707,0.348432055749129,29.1459211030257
"36005018301","Census Tract 183.01; Bronx County; New York",4665,623,56508,16771,922,362,1569,308,0,13,122,73,4665,623,4665,623,687,243,19.7642015005359,33.6334405144695,0,2.61521972132905,14.7266881028939
"36005018302","Census Tract 183.02; Bronx County; New York",3680,639,72540,24441,179,168,1637,473,153,214,27,41,3680,639,3680,639,428,350,4.86413043478261,44.4836956521739,4.15760869565217,0.733695652173913,11.6304347826087
"36005018400","Census Tract 184; Bronx County; New York",4085,686,117819,12507,1897,699,129,110,0,13,499,233,4085,686,4085,686,366,223,46.438188494492,3.1578947368421,0,12.2154222766218,8.95960832313341
"36005018501","Census Tract 185.01; Bronx County; New York",2783,564,50177,31520,189,297,1688,427,53,69,0,13,2783,564,2783,564,906,262,6.79123248293209,60.6539705353935,1.90441969098096,0,32.5547969816744
"36005018502","Census Tract 185.02; Bronx County; New York",6314,986,21635,9751,1001,707,2710,679,0,19,0,19,6314,986,6241,990,2827,877,15.8536585365854,42.9204941400063,0,0,45.297228008332
"36005018900","Census Tract 189; Bronx County; New York",8460,1210,45770,21546,1531,733,3420,1019,81,125,121,107,8460,1210,8257,1209,2856,968,18.096926713948,40.4255319148936,0.957446808510638,1.43026004728132,34.5888337168463
"36005019300","Census Tract 193; Bronx County; New York",5933,908,38663,7532,761,459,3002,986,0,19,66,101,5933,908,5933,908,1494,570,12.8265632900725,50.5983482218102,0,1.11242204618237,25.1811899544918
"36005019400","Census Tract 194; Bronx County; New York",2070,343,70185,8222,684,159,363,257,0,13,199,125,2070,343,2070,343,419,191,33.0434782608696,17.536231884058,0,9.61352657004831,20.2415458937198
"36005019500","Census Tract 195; Bronx County; New York",7143,1160,33412,6143,653,403,3713,1124,29,39,68,105,7143,1160,7035,1155,3371,764,9.14181716365673,51.9809603807924,0.405991880162397,0.951980960380792,47.9175550817342
"36005019700","Census Tract 197; Bronx County; New York",7830,1083,34871,20517,1613,668,1864,528,94,164,262,131,7830,1083,7652,1026,3880,1217,20.6002554278416,23.8058748403576,1.20051085568327,3.34610472541507,50.7056978567695
"36005019900","Census Tract 199; Bronx County; New York",7496,1224,35139,19260,813,451,2989,991,0,19,0,19,7496,1224,7443,1219,2515,1206,10.8457844183565,39.8745997865528,0,0,33.7901383850598
"36005020000","Census Tract 200; Bronx County; New York",4935,626,46021,5896,674,250,530,331,24,37,1169,334,4935,626,4930,626,1173,463,13.6575481256332,10.7396149949341,0.486322188449848,23.6879432624113,23.7931034482759
"36005020100","Census Tract 201; Bronx County; New York",3868,581,37433,8172,358,228,1489,503,16,27,18,26,3868,581,3855,581,1585,514,9.25542916235781,38.4953464322647,0.413650465356774,0.46535677352637,41.1154345006485
"36005020200","Census Tract 202; Bronx County; New York",2578,346,53651,8344,225,86,313,104,6,10,453,222,2578,346,2548,346,564,297,8.72769588828549,12.1411947245927,0.232738557020946,17.5717610550815,22.1350078492936
"36005020400","Census Tract 204; Bronx County; New York",3012,625,59138,9501,495,280,398,200,13,21,458,216,3012,625,3003,623,536,257,16.4342629482072,13.2138114209827,0.431606905710491,15.2058432934927,17.8488178488178
"36005020501","Census Tract 205.01; Bronx County; New York",7271,1119,17056,7067,1672,1045,1429,650,84,106,72,64,7271,1119,7271,1119,4367,1104,22.9954614220877,19.6534176867006,1.1552743776647,0.990235180855453,60.0605143721634
"36005020502","Census Tract 205.02; Bronx County; New York",2605,403,28510,13167,255,110,1061,313,0,13,23,44,2605,403,2593,401,718,222,9.78886756238004,40.7293666026871,0,0.882917466410749,27.6899344388739
"36005020601","Census Tract 206.01; Bronx County; New York",2528,615,55648,29428,255,154,286,176,0,13,795,442,2528,615,2512,600,799,373,10.0870253164557,11.3132911392405,0,31.4477848101266,31.8073248407643
